,1.1 New Implementation,1.2 Iterative Modification,1.3 Alignment Correction,2.1 Log Paste,2.2 Symptom Description,2.3 Error Persistence,3.1 Planning & Decision Consultation,3.2 Project Comprehension,3.3 General Knowledge Query,4.1 Information Injection,4.2 Behavior Specification,5.1 Code Review,5.2 Runtime Inspection,6.1 Documentation,6.2 Toolchain Operation,7.1 Confirmation,7.2 Continuation,7.3 Deferred Debugging,7.4 Deferred Implementation,7.5 Sentiment Expression
4.2 Behavior Specification,0.9488315509108977,0.9298463648147656,0.4257002165981253,0.7038485384309577,0.8743042017407203,0.4959019781080751,0.828590782440823,0.9518538165791454,1.001660675176485,1.394705929004166,2.7291306174354464,0.8666418635949033,0.5615914909519241,1.0103094400920047,1.0547759915632815,2.1626164313591176,0.7463575226071028,0.4001230761991148,0.2596406257268634,1.1142860447861076
5.1 Code Review,0.54063662383243,0.6334309210421882,1.8078529657477025,0.9226538378178636,0.7136044356619927,1.9655851036988443,1.15218439597021,1.063739258976559,1.1401023740941547,1.0193218218498,1.1218052507410827,6.202210921494607,1.9874605079473922,0.9365117183772331,0.8333241343142817,0.0,1.183321941216678,1.0573002904372846,0.5717368090798005,1.6158465128338082
5.2 Runtime Inspection,0.6684849397116677,0.299414610380131,0.0,1.1872383942509275,0.9353304870816836,0.0,1.792586351350711,0.9277201406156219,1.1805385309608158,0.3646017800631208,0.7563679489744527,1.109201855015865,4.837452896468032,1.2771127836254068,3.159135630400147,6.9856527977044465,1.8322638146167554,1.0339774899129328,0.0,0.0
6.1 Documentation,0.4947112522985833,0.685386988837323,0.9637350849472054,0.7935090919012753,0.7811344971062317,0.27736394667450176,1.4947339158623958,1.0446608150302035,0.9226940085444985,1.3133347059060558,1.6197679661113775,1.228956297609635,0.648152931244432,2.630910393239436,1.0493685136449127,1.6799686201016566,0.6748722426408371,0.7397623553678686,1.2505066566027563,1.016554805018754
6.2 Toolchain Operation,0.5637640322969266,0.7178429147206743,0.11986515024832456,0.842804017686793,0.8667583252618398,0.9383269211385624,1.0347390202059514,1.0194961137214527,0.7563609006807609,0.8958583941768424,1.4164757013908533,1.1038535869756494,2.1663576096183346,1.265979318290516,2.5818210991745634,0.426252168444042,1.6770224202924684,0.8675077976907174,0.6141026848447108,0.7124453868276968
7.1 Confirmation,0.5055178017316476,0.8199199919543405,1.1589153841817463,1.03661633239765,1.0635774481821447,0.7560172841776225,1.5183311635843733,1.714375985877362,0.735156262253326,0.7688623722275406,0.8655178820928728,1.698267871691392,1.8346347775645881,1.1184256029364155,1.34851229714514,0.0,1.7067662930676626,0.0,0.742180950279789,1.7091204534718938
7.2 Continuation,0.5058528152730812,0.8438954607884452,0.2496417729204614,0.7795290519104614,0.7165691355109034,2.1713807899658932,0.9790208258854658,0.7466778364535177,0.444518989290018,1.204527791886438,1.2749806762538631,0.8222640636691383,1.6192155711005494,1.2375456866993533,1.4097855592702937,0.0,6.393098857426726,1.2409989939042434,2.4869145284785064,1.7013517241379306
7.3 Deferred Debugging,0.6382837770004487,0.7652325036497694,0.7457467261580876,0.6535276418578906,0.8233013875191197,0.4054059383812422,0.24304130046996486,0.34528271638975166,0.49796140450583554,0.6478905326347227,0.42080614757189233,0.8020645287144245,0.2459506710863399,0.3522968259490953,0.7708783891451864,0.0,0.5491407710800463,20.77120010466132,1.1055176577380144,1.749676111992975
7.4 Deferred Implementation,0.6290003445785224,0.9188526011644694,0.7011117931928245,1.4830640935919044,0.908073554214505,4.5736957247209755,1.096774222231311,0.38953994854578605,0.15605236157165686,1.079790436923741,0.49801548265395423,0.4712867655487035,1.7573469865207763,0.8579940027008257,1.198064545032184,0.0,2.753457224175456,1.5376368749626026,7.9822039588102545,0.9399733282530003
7.5 Sentiment Expression,0.5771518431433221,0.6981253256033821,1.4512212339404205,0.7893702187747654,0.8335914129534112,0.5259459505555887,0.9620311036614775,1.9433398981121064,1.7765579841185002,0.686113541970954,0.7921266580373907,1.1706116509461317,0.638159174534061,0.8818082422135273,1.250843680960549,3.822729104038181,1.5831504370259133,0.8487286638929538,2.0652811704100866,12.376415019936028
